learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0023888,Female,25-34,Kano,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,North West,North West,Moderate
LRN0023889,Male,25-34,Ogun,Anambra,Secondary School,Student,Yes,Mobile Phone,Advanced,<50k,Email Campaign,South West,South East,Moderate
LRN0023890,Female,25-34,Sokoto,Katsina,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Email Campaign,North West,North West,Moderate
LRN0023891,Male,25-34,Lagos,Ogun,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,South West,Moderate
LRN0023892,Female,25-34,Abia,Bayelsa,Secondary School,Employed,Yes,Laptop,Beginner,250k+,Partner Organisation,South East,South South,Poor
LRN0023893,Male,25-34,Oyo,Edo,OND/ND,Unemployed,No,Mobile Phone,Beginner,<50k,Social Media,South West,South South,Moderate
LRN0023894,Male,18-24,Katsina,Kano,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Referral,North West,North West,Moderate
LRN0023895,Male,25-34,Delta,Edo,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South South,South South,Good
LRN0023896,Female,18-24,FCT,Lagos,Graduate,Self-Employed,Yes,Laptop,Intermediate,100k-250k,Social Media,North Central,South West,Good
LRN0023897,Female,25-34,Anambra,Delta,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South East,South South,Moderate
LRN0023898,Female,18-24,Lagos,Kogi,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,250k+,Referral,South West,North Central,Moderate
LRN0023899,Female,35-44,Kaduna,Plateau,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Social Media,North West,North Central,Moderate
LRN0023900,Female,25-34,Lagos,Lagos,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South West,Moderate
LRN0023901,Female,18-24,Delta,Sokoto,Graduate,Unemployed,Yes,Desktop,Beginner,50k-100k,Campus Outreach,South South,North West,Moderate
LRN0023902,Male,18-24,Rivers,Enugu,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South South,South East,Moderate
LRN0023903,Male,25-34,Taraba,Kaduna,Undergraduate,Self-Employed,Yes,Laptop,Beginner,<50k,Referral,North East,North West,Moderate
LRN0023904,Male,18-24,Rivers,Anambra,Graduate,Unemployed,Yes,Laptop,Intermediate,<50k,Social Media,South South,South East,Moderate
LRN0023905,Male,18-24,Kano,Sokoto,OND/ND,Student,Yes,Tablet,Beginner,<50k,Campus Outreach,North West,North West,Moderate
LRN0023906,Female,18-24,Rivers,Delta,OND/ND,Student,Yes,Tablet,Beginner,50k-100k,Campus Outreach,South South,South South,Moderate
LRN0023907,Male,25-34,Lagos,Katsina,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,South West,North West,Moderate
LRN0023908,Female,18-24,Lagos,Kaduna,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,South West,North West,Good
LRN0023909,Female,18-24,Borno,Plateau,OND/ND,Student,No,Laptop,Beginner,50k-100k,Community Outreach,North East,North Central,Good
LRN0023910,Female,18-24,Lagos,Anambra,OND/ND,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South West,South East,Good
LRN0023911,Female,18-24,FCT,Anambra,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,50k-100k,Partner Organisation,North Central,South East,Good
LRN0023912,Male,35-44,Abia,Oyo,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South East,South West,Good
LRN0023913,Male,18-24,Enugu,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,South West,Moderate
LRN0023914,Male,18-24,Yobe,Anambra,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Referral,North East,South East,Good
LRN0023915,Male,25-34,Niger,Abia,Secondary School,Employed,Yes,Tablet,Beginner,100k-250k,Social Media,North Central,South East,Moderate
LRN0023916,Female,25-34,Rivers,Oyo,Undergraduate,Student,Yes,Desktop,Beginner,100k-250k,Partner Organisation,South South,South West,Moderate
LRN0023917,Female,35-44,Kaduna,Plateau,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Referral,North West,North Central,Good
LRN0023918,Male,18-24,Ogun,Oyo,Postgraduate,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South West,South West,Good
LRN0023919,Female,18-24,Kaduna,Kano,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,North West,North West,Moderate
LRN0023920,Female,35-44,Oyo,Kano,OND/ND,Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South West,North West,Good
LRN0023921,Male,18-24,Kano,Akwa Ibom,Graduate,Unemployed,No,Desktop,Advanced,<50k,Referral,North West,South South,Moderate
LRN0023922,Male,25-34,Bauchi,Lagos,Undergraduate,Employed,Yes,Mobile Phone,Advanced,100k-250k,Campus Outreach,North East,South West,Good
LRN0023923,Female,18-24,Kaduna,Enugu,Graduate,Student,Yes,Laptop,Intermediate,100k-250k,Campus Outreach,North West,South East,Good
LRN0023924,Female,18-24,Oyo,Lagos,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Campus Outreach,South West,South West,Good
LRN0023925,Male,35-44,FCT,Lagos,Undergraduate,Student,Yes,Desktop,Advanced,50k-100k,Referral,North Central,South West,Good
LRN0023926,Male,25-34,Delta,Kano,Graduate,Student,No,Laptop,Intermediate,100k-250k,Referral,South South,North West,Moderate
LRN0023927,Male,18-24,Lagos,Imo,Secondary School,Unemployed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,South West,South East,Moderate
LRN0023928,Male,18-24,Kano,Lagos,OND/ND,Unemployed,Yes,Laptop,Beginner,100k-250k,Social Media,North West,South West,Moderate
LRN0023929,Female,18-24,FCT,Kaduna,Secondary School,Student,No,Laptop,Advanced,50k-100k,Social Media,North Central,North West,Poor
LRN0023930,Male,18-24,Anambra,Osun,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Campus Outreach,South East,South West,Moderate
LRN0023931,Male,25-34,Borno,Kaduna,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Partner Organisation,North East,North West,Good
LRN0023932,Male,25-34,Kano,FCT,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North Central,Good
LRN0023933,Female,18-24,Kano,Katsina,Postgraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North West,Moderate
LRN0023934,Male,18-24,Edo,Anambra,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Referral,South South,South East,Moderate
LRN0023935,Male,25-34,Delta,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South South,South West,Good
LRN0023936,Female,18-24,Rivers,Kano,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South South,North West,Moderate
LRN0023937,Male,18-24,Bauchi,Bauchi,Undergraduate,Unemployed,Yes,Tablet,Beginner,100k-250k,Email Campaign,North East,North East,Poor
LRN0023938,Male,18-24,Kano,Oyo,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Referral,North West,South West,Moderate
LRN0023939,Male,18-24,Kaduna,Oyo,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,North West,South West,Good
LRN0023940,Female,18-24,Delta,Sokoto,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South South,North West,Moderate
LRN0023941,Female,35-44,Edo,Sokoto,Secondary School,Student,Yes,Laptop,Beginner,50k-100k,Social Media,South South,North West,Moderate
LRN0023942,Male,18-24,Rivers,FCT,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,South South,North Central,Good
LRN0023943,Male,25-34,Ogun,Bauchi,Graduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Community Outreach,South West,North East,Poor
LRN0023944,Male,25-34,Kogi,Lagos,OND/ND,Employed,Yes,Laptop,Advanced,50k-100k,Partner Organisation,North Central,South West,Good
LRN0023945,Female,18-24,Kaduna,Edo,Undergraduate,Unemployed,No,Laptop,Beginner,250k+,Partner Organisation,North West,South South,Moderate
LRN0023946,Female,25-34,Sokoto,Delta,Undergraduate,Student,Yes,Laptop,Beginner,<50k,Social Media,North West,South South,Moderate
LRN0023947,Female,18-24,Anambra,Ondo,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South East,South West,Moderate
LRN0023948,Female,35-44,Lagos,Kano,Graduate,Self-Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Good
LRN0023949,Female,18-24,Anambra,Edo,Graduate,Employed,Yes,Desktop,Beginner,100k-250k,Partner Organisation,South East,South South,Moderate
LRN0023950,Female,35-44,Lagos,Oyo,Postgraduate,Unemployed,No,Mobile Phone,Advanced,50k-100k,Social Media,South West,South West,Good
LRN0023951,Female,25-34,Adamawa,Kano,Undergraduate,Employed,No,Mobile Phone,Beginner,100k-250k,Partner Organisation,North East,North West,Moderate
LRN0023952,Male,18-24,Edo,Ogun,Graduate,Student,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South South,South West,Moderate
LRN0023953,Male,18-24,Ogun,Plateau,Undergraduate,Self-Employed,No,Laptop,Intermediate,<50k,Email Campaign,South West,North Central,Poor
LRN0023954,Male,18-24,Ondo,FCT,Graduate,Self-Employed,Yes,Laptop,Beginner,<50k,Email Campaign,South West,North Central,Good
LRN0023955,Male,18-24,Kogi,Sokoto,Graduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,North Central,North West,Good
LRN0023956,Female,25-34,Osun,Edo,OND/ND,Unemployed,Yes,Laptop,Beginner,50k-100k,Referral,South West,South South,Good
LRN0023957,Male,18-24,Oyo,Katsina,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South West,North West,Moderate
LRN0023958,Female,25-34,Kano,Kano,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,North West,North West,Good
LRN0023959,Male,18-24,Lagos,Delta,Undergraduate,Self-Employed,Yes,Laptop,Beginner,<50k,Partner Organisation,South West,South South,Poor
LRN0023960,Female,18-24,Anambra,Lagos,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,South East,South West,Moderate
LRN0023961,Male,25-34,Kano,FCT,OND/ND,Student,Yes,Mobile Phone,Advanced,<50k,Referral,North West,North Central,Moderate
LRN0023962,Male,25-34,Oyo,Lagos,OND/ND,Student,Yes,Laptop,Intermediate,<50k,Referral,South West,South West,Good
LRN0023963,Male,18-24,FCT,Ondo,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North Central,South West,Good
LRN0023964,Female,18-24,Enugu,Delta,Secondary School,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South East,South South,Good
LRN0023965,Male,18-24,Katsina,Oyo,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North West,South West,Moderate
LRN0023966,Male,18-24,Rivers,Ogun,Postgraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South South,South West,Good
LRN0023967,Male,25-34,Enugu,Lagos,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South East,South West,Good
LRN0023968,Female,18-24,Anambra,Bauchi,OND/ND,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,North East,Poor
LRN0023969,Male,25-34,Delta,Kano,Graduate,Student,Yes,Laptop,Intermediate,50k-100k,Social Media,South South,North West,Moderate
LRN0023970,Female,18-24,FCT,Jigawa,Graduate,Student,Yes,Laptop,Advanced,<50k,Referral,North Central,North West,Good
LRN0023971,Female,18-24,Ogun,Edo,Undergraduate,Student,Yes,Desktop,Beginner,50k-100k,Email Campaign,South West,South South,Moderate
LRN0023972,Male,18-24,Kano,Sokoto,Secondary School,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North West,North West,Moderate
LRN0023973,Female,18-24,Borno,Kaduna,Graduate,Student,Yes,Laptop,Intermediate,50k-100k,Social Media,North East,North West,Good
LRN0023974,Male,25-34,Benue,Jigawa,Undergraduate,Self-Employed,Yes,Laptop,Intermediate,<50k,Referral,North Central,North West,Poor
LRN0023975,Female,25-34,Jigawa,Jigawa,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North West,Moderate
LRN0023976,Male,18-24,Oyo,Kano,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South West,North West,Moderate
LRN0023977,Female,18-24,Jigawa,Katsina,OND/ND,Employed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,North West,Poor
LRN0023978,Female,25-34,Akwa Ibom,Enugu,Postgraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Campus Outreach,South South,South East,Moderate
LRN0023979,Female,18-24,Lagos,Ebonyi,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,South East,Moderate
LRN0023980,Male,25-34,Katsina,Osun,Graduate,Student,Yes,Laptop,Beginner,50k-100k,Community Outreach,North West,South West,Good
LRN0023981,Male,25-34,Lagos,Edo,Undergraduate,Employed,Yes,Mobile Phone,Beginner,250k+,Social Media,South West,South South,Poor
LRN0023982,Female,18-24,Akwa Ibom,Kaduna,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,North West,Good
LRN0023983,Female,18-24,Plateau,Delta,Graduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Community Outreach,North Central,South South,Poor
LRN0023984,Male,25-34,Katsina,Anambra,Undergraduate,Self-Employed,Yes,Laptop,Intermediate,<50k,Referral,North West,South East,Moderate
LRN0023985,Male,25-34,Imo,Kano,Graduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Social Media,South East,North West,Poor
LRN0023986,Male,18-24,Plateau,Taraba,OND/ND,Student,Yes,Tablet,Beginner,50k-100k,Social Media,North Central,North East,Poor
LRN0023987,Female,18-24,Jigawa,Ebonyi,Graduate,Student,Yes,Laptop,Beginner,<50k,Social Media,North West,South East,Good
LRN0023988,Male,25-34,Anambra,Kano,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,South East,North West,Moderate
LRN0023989,Male,18-24,Jigawa,Lagos,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Social Media,North West,South West,Good
LRN0023990,Male,25-34,Plateau,Enugu,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,North Central,South East,Poor
LRN0023991,Male,18-24,Oyo,Kano,OND/ND,Employed,Yes,Laptop,Beginner,100k-250k,Campus Outreach,South West,North West,Poor
LRN0023992,Male,25-34,Osun,Osun,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South West,Moderate
LRN0023993,Female,18-24,Sokoto,Ogun,Postgraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North West,South West,Good
LRN0023994,Male,18-24,Ogun,Bauchi,OND/ND,Student,Yes,Mobile Phone,Advanced,<50k,Social Media,South West,North East,Moderate
LRN0023995,Female,18-24,Ogun,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,South West,South West,Poor
LRN0023996,Male,25-34,Kano,Kogi,Secondary School,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North Central,Good
LRN0023997,Male,18-24,Abia,Borno,Undergraduate,Student,Yes,Mobile Phone,Intermediate,<50k,Partner Organisation,South East,North East,Good
LRN0023998,Male,35-44,Jigawa,Katsina,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Referral,North West,North West,Moderate
LRN0023999,Female,25-34,Delta,Lagos,Graduate,Self-Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South South,South West,Good
LRN0024000,Female,25-34,Kaduna,Imo,OND/ND,Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North West,South East,Moderate
LRN0024001,Male,25-34,Niger,Oyo,Graduate,Student,Yes,Desktop,Beginner,50k-100k,Campus Outreach,North Central,South West,Moderate
LRN0024002,Male,18-24,Niger,Lagos,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North Central,South West,Poor
LRN0024003,Female,25-34,Kano,Jigawa,OND/ND,Student,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North West,North West,Good
LRN0024004,Female,35-44,Lagos,FCT,Graduate,Employed,Yes,Mobile Phone,Advanced,100k-250k,Referral,South West,North Central,Good
LRN0024005,Male,18-24,Abia,Oyo,Undergraduate,Student,Yes,Desktop,Beginner,100k-250k,Campus Outreach,South East,South West,Moderate
LRN0024006,Female,25-34,Lagos,Kaduna,Postgraduate,Unemployed,Yes,Desktop,Beginner,50k-100k,Social Media,South West,North West,Moderate
LRN0024007,Male,25-34,Yobe,Adamawa,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,North East,North East,Poor
LRN0024008,Male,25-34,Yobe,Osun,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North East,South West,Moderate
LRN0024009,Male,18-24,Oyo,Kano,Undergraduate,Employed,No,Laptop,Beginner,50k-100k,Campus Outreach,South West,North West,Moderate
LRN0024010,Male,18-24,Anambra,Yobe,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Community Outreach,South East,North East,Moderate
LRN0024011,Female,18-24,Plateau,Bayelsa,OND/ND,Employed,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,North Central,South South,Moderate
LRN0024012,Male,18-24,Oyo,Lagos,Undergraduate,Self-Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,South West,Good
LRN0024013,Female,35-44,Ebonyi,Edo,OND/ND,Unemployed,Yes,Laptop,Beginner,100k-250k,Campus Outreach,South East,South South,Moderate
LRN0024014,Female,18-24,Osun,Adamawa,Undergraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,South West,North East,Moderate
LRN0024015,Male,25-34,Anambra,Bayelsa,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South East,South South,Moderate
LRN0024016,Male,18-24,Osun,Kaduna,Undergraduate,Self-Employed,Yes,Laptop,Advanced,100k-250k,Community Outreach,South West,North West,Good
LRN0024017,Female,18-24,Abia,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Social Media,South East,South West,Moderate
LRN0024018,Male,18-24,Bayelsa,Jigawa,Postgraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Community Outreach,South South,North West,Poor
LRN0024019,Male,25-34,Akwa Ibom,Jigawa,Undergraduate,Unemployed,Yes,Tablet,Intermediate,100k-250k,Referral,South South,North West,Moderate
LRN0024020,Male,25-34,Ogun,Kaduna,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,South West,North West,Poor
LRN0024021,Male,18-24,Kano,Lagos,Postgraduate,Student,Yes,Laptop,Advanced,<50k,Campus Outreach,North West,South West,Moderate
LRN0024022,Female,18-24,Lagos,Kaduna,Secondary School,Employed,Yes,Mobile Phone,Intermediate,250k+,Community Outreach,South West,North West,Poor
LRN0024023,Female,25-34,Borno,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,North East,South West,Moderate
LRN0024024,Male,18-24,Lagos,Bauchi,OND/ND,Unemployed,Yes,Laptop,Intermediate,100k-250k,Email Campaign,South West,North East,Moderate
LRN0024025,Female,35-44,Bayelsa,Kano,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,South South,North West,Moderate
LRN0024026,Female,18-24,Rivers,Oyo,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Partner Organisation,South South,South West,Moderate
LRN0024027,Male,25-34,Ebonyi,Lagos,Secondary School,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South East,South West,Good
LRN0024028,Male,25-34,Lagos,Ondo,OND/ND,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South West,Good
LRN0024029,Female,18-24,Enugu,FCT,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Referral,South East,North Central,Good
LRN0024030,Female,25-34,Jigawa,Edo,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Email Campaign,North West,South South,Poor
LRN0024031,Male,25-34,FCT,FCT,OND/ND,Unemployed,Yes,Mobile Phone,Advanced,250k+,Partner Organisation,North Central,North Central,Moderate
LRN0024032,Male,18-24,Adamawa,Osun,Undergraduate,Self-Employed,Yes,Mobile Phone,Intermediate,250k+,Community Outreach,North East,South West,Moderate
LRN0024033,Male,35-44,Oyo,Plateau,Secondary School,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,North Central,Good
LRN0024034,Male,25-34,Ebonyi,Abia,Graduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South East,South East,Good
